original_index,rental_period_del,floor_del,not_lane_del,neighborhood,complex_name,city,district,address,district_del,city_del,rent,bedrooms,living-dining,bathrooms,loft,descript,sqmeters,entire_building,use_type,use_type_en,building_type,public_housing,detatched_lanehouse,attached_lanehouse,villa,type_not_listed,amenities,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven
236,长租,*/3层,3层,新天地,,上海市,黄浦区,建国东路151号,黄浦,上海,4500,1,1,1,0,"['看房提前约', '租客月底前搬走']",28,0,住宅,residential,新式里弄,0,0,1,0,0,"['独卫', '空调']",0,1,0,0,0,0,0,0
3303,长租,*/3层,3层,老法租界,华富小区-南区,上海市,徐汇区,建国中路103弄20号,徐汇,上海,7600,1,1,1,0,"['交通便利', '田子坊隔璧', '小区和楼道环境清爽', '朝南大窗户']",45,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
1913,长租,*/3层,3层,打浦桥,,上海市,黄浦区,建国中路103弄40号,黄浦,上海,18500,1,1,1,1,"['建国中路103弄近田子坊', '1房1厅1卫', '经典loft', '全屋地暖', '装修现代', '面积110平', '租金18500元', '付全佣', '步行田子坊9号线打浦桥5分钟抵达']",110,0,住宅,residential,新式里弄,0,0,1,0,0,"['暖气',  '空调', '独卫']",1,1,0,0,0,0,1,0
3550,长租,*/3层,3层,,石林别墅,上海市,黄浦区,建国中路145号,黄浦,上海,6000,1,1,1,0,"['建国中路紧邻田子坊', '日月光商圈', '距离打浦桥地铁站步行10分钟', '房间使用面积50平米以上', '三楼一门关', '套内全独用', '看房方便又钥匙']",50,0,住宅,residential,老洋房,0,1,0,0,0,['浴缸'],0,0,0,0,0,1,0,0
3909,长租,*/3层,3层,肇嘉浜路,田子坊,上海市,徐汇区,建国中路155弄,徐汇,上海,7000,1,1,1,0,"['田子坊内', '老洋房二楼', '交通便利', '日月光商区']",40,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
1627,长租,*/3层,3层,打浦桥,,上海市,黄浦区,建国中路155弄17号,黄浦,上海,15000,2,2,1,0,"['建国中路155弄17号3楼', '全拥']",108,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,1,0,0
905,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国中路26号,徐汇,上海,5000,1,0,1,0,"['田子坊5号门正对面', '建国中路26号北部1楼107室', '一室户', '厨卫全套内', '双厨房', '室内电磁炉', '门口煤气做饭', '看房子随时']",30,0,住宅,residential,老洋房,0,1,0,0,0,"['阳台', '独卫', '空调']",0,1,1,0,0,0,0,0
2247,长租,*/3层,3层,人民广场,,上海市,黄浦区,建国中路26号,黄浦,上海,10800,2,2,1,0,['房间宽大明亮'],76,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气', '户外空间',  '空调', '独卫', 'WIFI']",1,1,0,1,1,0,0,0
2967,长租,*/3层,3层,新天地,吉大公寓,上海市,黄浦区,建国中路53弄53号,黄浦,上海,5500,1,1,1,0,['我是21世纪不动产负责员工宿舍和居家住宿精品公寓'],45,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
3850,长租,*/3层,3层,其他,,上海市,黄浦区,建国西路120弄,黄浦,上海,6800,1,1,1,0,"['新里老房子', '豪华装修', '家具家电高端配置', '离田子坊', '日月光中心广场', '地铁9号线只须5分钟', '交通非常便利', '1号线', '10号线10分钟']",45,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
2760,长租,*/3层,3层,人民广场,,上海市,黄浦区,建国西路130弄1号,黄浦,上海,20000,3,2,2,0,"['建国西路使用权新里', '房卡80平', '实际使用面积达150', '2大房朝南', '2房朝北', '2厨2卫', '全明通风', '朝南独用露台20平米', '朝北独用阳台10平米', '保养极好', '拎包即住', '2万', '月', '周边老上海风情浓郁', '小区内干净整洁', '安保严谨']",150,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['浴缸', '独卫', '阳台', '户外空间',  '空调']",0,1,1,0,1,1,0,0
66,长租,*/3层,3层,建国西路,,上海市,徐汇区,建国西路307弄,徐汇,上海,2200,1,0,1,0,,8,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调',]",0,1,0,0,0,0,0,0
267,长租,*/3层,3层,老法租界,建国西路309弄10号301,上海市,徐汇区,建国西路309弄10号,徐汇,上海,5200,1,1,1,0,['门牌号401实际是三楼'],35,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
2383,长租,*/3层,3层,老法租界,华福新邨,上海市,徐汇区,建国西路309弄8号,徐汇,上海,12500,2,2,1,0,"['此房屋降价出租', '接受做名宿', '因为门不能一门关', '所以价格便宜', '也接受整体转让']",90,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['户外空间',  '暖气', '阳台', 'WIFI']",1,0,1,1,1,0,0,0
4529,长租,*/3层,3层,老法租界,华福新邨,上海市,徐汇区,建国西路312号,徐汇,上海,14000,2,2,2,0,"['房子在建国西路靠近襄阳南路', '2楼南间20平', '3平阳台', '3楼亭子间10平', '3楼南间复试', '40平', '3楼晒台', '10平', '从2楼一门关', '看房到建国西路310号佰瑞置业借钥匙']",80,0,住宅,residential,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
2509,长租,*/3层,3层,老法租界,合群坊,上海市,徐汇区,建国西路316弄,徐汇,上海,4500,1,0,1,0,"['建国西路温馨精致一室户彩光较好', '小区环境还可以', '楼道环境非常好价格不贵', '整栋楼有3大3小', '图片是其中一间小房间']",25,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
3075,长租,*/3层,3层,老法租界,合群坊,上海市,徐汇区,建国西路316弄12号,徐汇,上海,6500,1,1,1,0,"['建国西路近襄阳南路', '一室一厅', '已经空关', '租客转租', '看房有钥匙']",50,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
2668,长租,*/3层,3层,建国西路,华福新邨,上海市,徐汇区,建国西路316弄12号,徐汇,上海,6800,1,1,1,0,,40,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['空调', '独卫', '阳台']",0,1,1,0,0,0,0,0
3059,长租,*/3层,3层,建国西路,,上海市,徐汇区,建国西路333弄1号,徐汇,上海,12800,1,2,1,0,"['房子是建国西路333号乙底楼沿街', '居家办公均可', '随时看房']",75,0,住宅,residential,新式里弄,0,0,1,0,0,['暖气'],1,0,0,0,0,0,0,0
4381,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国西路337号,徐汇,上海,3000,1,0,1,0,"['1', '建国西路', '离9号线嘉善路站5分钟路程', '2', '一房朝南', '底楼', '卫生间套内', '厨房独用', '3', '配电视', '宽带', '个人冰箱', '洗衣机', '空调', '热水器', '4', '房间较小', '已配1', '4米', '2米床', '可调节至1', '6米', '2米', '固定衣柜']",10,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
4511,长租,*/3层,3层,老法租界,建国SOHO,上海市,徐汇区,建国西路348号,徐汇,上海,16000,1,0,1,0,"['溪瑞诗建国SOHO于11月18日正式开幕', '以此精品SOHO项目为契机', '溪瑞诗诚意为上海这个国际大都市提供一个集舒适', '功能性及实用性的办公居所', '溪瑞诗着重于为高端独立客户提供私密性更佳的办公居所', '不单考虑到办公的效率性同时还为客户提供舒适的居住环境', '通过在产品设计中对办公及居住需求充分研究及巧妙整合', '让每个最合理单位面积下的套内均成为一处', '具有居住功能的办公或办公功能的居住空间', '溪瑞诗一直致力于城市核心区域存量物业的高效率运用', '化解城市化进程中核心区域物业运用成本越来越昂贵', '功能无法满足日新月异变化的市场需要的现状', '上海溪瑞诗建国SOHO酒店式公寓周边地标', '上海溪瑞诗建国SOHO酒店式公寓设施', '无烟房', '宽带', '吹风机', '空调', '行李寄存无线上网的公共区域会议室', '上海溪瑞诗建国SOHO酒店式公寓不确定机场接送服务', '溪瑞诗建国SOHO于11月18日正式开幕', '以此精品SOHO项目为契机', '溪瑞诗诚意为上海这个国际大都市提供一个集舒适', '功能性及实用性的办公居所', '溪瑞诗着重于为高端独立客户提供私密性更佳的办公居所', '不单考虑到办公的效率性同时还为客户提供舒适的居住环境', '通过在产品设计中对办公及居住需求充分研究及巧妙整合', '让每个最合理单位面积下的套内均成为一处', '具有居住功能的办公或办公功能的居住空间', '溪瑞诗一直致力于城市核心区域存量物业的高效率运用', '化解城市化进程中核心区域物业运用成本越来越昂贵', '功能无法满足日新月异变化的市场需要的现状', '接受长租及短租', '露台为公共的']",55,0,住宅/工作室,multi-use,,0,0,0,0,1,"['户外空间',  '空调']",0,1,0,0,1,0,0,0
3988,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国西路355弄,徐汇,上海,7800,1,2,1,0,['可以做民宿'],60,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
2085,长租,*/3层,3层,建国西路,,上海市,徐汇区,建国西路355弄2号,徐汇,上海,6500,1,1,1,0,['看房提前约'],30,0,住宅,residential,老洋房,0,1,0,0,0,"['独卫', '空调']",0,1,0,0,0,0,0,0
388,长租,*/3层,3层,建国西路,风貌百堂,上海市,徐汇区,建国西路355弄4号,徐汇,上海,5900,1,0,1,0,"['建国西路355弄4号一楼北间', '大一室户', '全套内独用', '套内使用面积30平方米', '租金5900元每月', '房子是1月5日空出后开放看房']",30,0,住宅,residential,新式里弄,0,0,1,0,0,"['WIFI', '空调', '独卫']",0,1,0,1,0,0,0,0
1306,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国西路355弄4号,徐汇,上海,9500,2,2,1,0,"['看房随时已经空出', '看房提前一小时联系']",75,0,住宅,residential,老洋房,0,1,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
3619,长租,*/3层,3层,建国西路,建太,上海市,徐汇区,建国西路378弄8号,徐汇,上海,7500,1,1,1,0,"['看中即租', '小区环境好', '离地铁近']",35,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
4,长租,*/3层,3层,老法租界,福禄邨,上海市,徐汇区,建国西路384弄1号,徐汇,上海,5800,1,0,1,0,"['建国西路384弄26号2楼', '1室1卫开发式厨房', '烤箱', '冰箱', '暖气', '空调', '厨房', '卫生套内', '新装修', '随时看房随时起租', '可以做民宿']",28,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气',  '空调', '独卫']",1,1,0,0,0,0,0,1
983,长租,*/3层,3层,老法租界,福禄邨,上海市,徐汇区,建国西路384弄25号,徐汇,上海,16500,3,2,2,0,"['建国西路384弄25号3楼', '面积110平米', '带露台20平米', '阳台5平米', '三房两厅一卫一阳光房', '租金仅2', '3万', '看房提前半天预约']",120,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['暖气', '浴缸', '户外空间',  '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,1,0,0
1468,长租,*/3层,3层,老法租界,福禄村,上海市,徐汇区,建国西路384弄26号,徐汇,上海,5800,1,0,1,0,"['此房刚刚空出装修3年保持完好', '适合一个人和夫妻住', '开放式厨房', '烘干洗衣机', '烤箱', '不适合经常炒菜人群', '近地铁8分钟衡山路嘉善路', '欢迎中介推荐']",28,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气', '空调', '独卫', 'WIFI']",1,1,0,1,0,0,0,1
774,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国西路384弄29号,徐汇,上海,16000,2,1,2,0,"['独家代理福禄村建国西路384弄29号三楼', '带露台', '朝南', '超大两房两卫一厨', '98平', '16500月', '看房方便']",98,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['户外空间', '空调', '阳台']",0,1,1,0,1,0,0,0
247,长租,*/3层,3层,老法租界,福禄村,上海市,徐汇区,建国西路384弄2号,徐汇,上海,11800,2,1,1,0,"['该地位于建国西路384弄21号1楼西房', '采用了精装修', '更带有15平米的大型花园', '而且层高更是达到3', '5米', '宽敞明亮', '同时该小区是低密度的小区', '绿化不错', '环境较为安静', '非常适合住家', '办公', '也适合停车', '地处繁华路段', '交通便利', '周围超市', '银行', '餐厅等基础设施一应俱全', '房子整洁干净', '卫生明亮']",85,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['户外空间', '暖气', '浴缸', 'WIFI']",1,0,0,1,1,1,0,0
1502,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国西路395弄,徐汇,上海,7800,2,1,1,0,"['建国西路395弄二房一厅', '报价78OO']",60,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫', '阳台']",0,1,1,0,0,0,0,0
3094,长租,*/3层,3层,老法租界,懿园,上海市,徐汇区,建国西路506弄57号,徐汇,上海,13000,1,1,1,0,"['懿园', '2楼双南开间', '新装修', '带阳台']",50,0,住宅,residential,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
3699,长租,*/3层,3层,老法租界,懿园,上海市,徐汇区,建国西路506弄7号,徐汇,上海,24000,1,2,1,0,"['房子15年买进', '花了很多精力去设计以及装修房屋', '一直自己住', '品牌家具家电', '因个人原因', '现忍痛割爱', '将房屋出租', '希望找个爱惜房屋的人', '详细情况见面聊']",120,0,住宅,residential,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
3994,长租,*/3层,3层,,曲园,上海市,黄浦区,建国西路56弄,黄浦,上海,6000,1,1,1,0,"['花园洋房底楼', '进出方便', '精装修一门关', '厨卫全部独用', '小区环境好', '临近田子坊', '支持转租', '或者日租', '可转租六年']",40,0,住宅,residential,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
2381,长租,*/3层,3层,建国西路,曲圆小区,上海市,徐汇区,建国西路56弄1号,徐汇,上海,26000,2,2,2,0,"['建国西路瑞金二路', '9号地铁打浦路站', '日月光', '田子坊']",60,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['暖气', '户外空间']",1,0,0,0,1,0,0,0
2389,长租,*/3层,3层,老法租界,曲圆小区,上海市,徐汇区,建国西路56弄24号,徐汇,上海,6200,1,1,1,0,"['客户因为公司调动', '现转租', '随时可看', '曲园', '日月光附近建国西路56弄24号203室近瑞金路1房2厅1卫', '45平米实际房屋比照片更好']",45,0,住宅,residential,老洋房,0,1,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
3635,长租,*/3层,3层,老法租界,小区,上海市,徐汇区,建国西路56弄30号,徐汇,上海,12000,1,1,1,0,"['配备西门子', '烘干洗衣机', '冰箱', '烤箱', '洗碗机', '地暖', '大金中央空调', '10平独用花园']",68,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气',  '空调', '户外空间']",1,1,0,0,1,0,1,1
3518,长租,*/3层,3层,打浦桥,曲圆,上海市,黄浦区,建国西路56弄34号,黄浦,上海,6888,1,1,1,1,"['瑞金医院对面', '在建国西路瑞金二路上', '北欧挑高3', '5米Loft', '超强收纳空间', '不可民宿', '一居室', '6888', '月', '37平', '田子坊日月光商圈', '绍兴路瑞金二路书香', '近line9打浦桥站', '及line1', '陕西南路站', '距离新天地1', '2km', '5', '20起租', '看房提前约约约']",37,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
1,长租,*/3层,3层,打浦桥,曲园,上海市,黄浦区,建国西路56弄35号,黄浦,上海,14500,1,2,1,0,"['独用花园40平米', '地暖', '可以住家', '也可以做简单工作室', '6月底空出', '预约可安排看房']",70,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['暖气', '户外空间', '空调', '独卫']",1,1,0,0,1,0,1,0
860,长租,*/3层,3层,其他,曲园,上海市,黄浦区,建国西路56弄35号,黄浦,上海,10000,2,1,1,0,"['2房1厅1卫带院子', '精装修全配', '采光无敌好', '地铁9号线打浦桥站', '日月光田子坊瑞金医院步行约3分钟']",80,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫', '阳台']",0,1,1,0,0,0,0,0
1363,长租,*/3层,3层,打浦桥,,上海市,黄浦区,建国西路56弄9号,黄浦,上海,8000,1,1,1,0,['看房提前约'],50,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', 'WIFI', '阳台', '独卫']",0,1,1,1,0,0,0,0
603,长租,*/3层,3层,老法租界,建安小区,上海市,徐汇区,建国西路611号,徐汇,上海,4500,1,0,1,0,"['建国西路611弄206室靠近安亭路口', '租金4500元', '看房到乌鲁木齐南路176号', '德跃地产', '借钥匙']",23,0,住宅,residential,老洋房,0,1,0,0,0,"['独卫', '空调', 'WIFI']",0,1,0,1,0,0,0,0
3191,长租,*/3层,3层,,紫谷公寓,上海市,徐汇区,建国西路611号,徐汇,上海,11800,1,1,1,1,"['建国西路611号', '波兰领事馆对面', '独栋洋房一楼带公用花园', 'LOFT一房一卫', '实用面积60平左右', '简洁北欧风', '保留原始壁炉', '层高5米', '全屋地暖', '有浴缸', '距9号线', '7号线肇嘉浜路地铁站步行8分钟', '永平里休闲空间仅在咫尺', '月租金12000元', '全佣', '看房提前1小时预约']",60,0,住宅,residential,老洋房,0,1,0,0,0,['暖气'],1,0,0,0,0,0,1,0
3357,长租,*/3层,3层,,紫谷公寓,上海市,徐汇区,建国西路611弄611号,徐汇,上海,12000,2,1,1,1,"['租客住了一年的好房子', '因工作调动要离开上海', '所以忍痛转租', 'loft上下可以站起人', '可做两房一厅', '也可一房两厅', '全屋地暖', '进口家电', '洗碗机', '浴缸等全配', '小区环境超赞', '实地看房比图片漂亮', '看房请各位朋友同行提前一天预约', '有劳各位啦', '低价', '也是合同价']",80,0,住宅,residential,新式里弄,0,0,1,0,0,"['暖气', '浴缸', '户外空间']",1,0,0,0,1,1,1,0
3436,长租,*/3层,3层,老法租界,茂岭别墅,上海市,徐汇区,建国西路619弄,徐汇,上海,9000,1,1,1,0,"['波兰领事馆正对面', '地铁1', '7', '9', '号肇嘉浜路步行5分钟', '10号线图书馆站步行10分钟', '朝南大间', '全敞开', '看房随时约']",30,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
1075,长租,*/3层,3层,衡山路,茂龄别墅,上海市,徐汇区,建国西路619弄10号,徐汇,上海,2700,1,0,1,0,"['出门3分钟地铁站', '二楼朝南采光好', '有厨房可以做饭', '两家合用卫生间', '很干净']",15,0,住宅,residential,老洋房,0,1,0,0,0,"['空调', '暖气', '浴缸', '户外空间', '独卫', '阳台']",1,1,1,0,1,1,0,0
1860,长租,*/3层,3层,老法租界,茂龄别墅,上海市,徐汇区,建国西路619弄19号,徐汇,上海,10450,1,1,1,0,"['vvv三彩家租房诚意推荐', '精品装修', '拎包入住', '真实房源价格', '家具家电全配', '品质小区', '出行方便', '看房随时联系', '个人客户无介绍费用', '中介合作付佣金', '欢迎各位精英带客户看房', '电话']",46,0,住宅,residential,别墅,0,0,0,0,0,"['户外空间',   '空调', '阳台']",0,1,1,0,1,0,0,0
2646,长租,*/3层,3层,老法租界,茂龄别墅,上海市,徐汇区,建国西路619弄22号,徐汇,上海,12500,1,1,1,0,"['茂龄别墅', '非常适合办公', '大开间', '看房随时']",75,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['暖气',  '空调', 'WIFI', '独卫']",1,1,0,1,0,0,0,0
1212,长租,*/3层,3层,打浦桥,,上海市,黄浦区,建国西路62号,黄浦,上海,5600,1,1,1,0,"['低价5600', '看房到建国西路58号借钥匙']",40,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
635,长租,*/3层,3层,老法租界,,上海市,徐汇区,建国西路655号,徐汇,上海,8500,1,0,1,0,"['建国西路655号二楼', '朝南', '带独用大露台', '一大室', '衣帽间', '居家', '办公', '一口价8500月', '租客转租']",40,0,住宅,residential,老洋房,0,1,0,0,0,"['户外空间', '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
3349,长租,*/3层,3层,其他,,上海市,黄浦区,建国西路76号,黄浦,上海,6500,1,1,1,1,"['田子坊和瑞金医院零距离', '底楼loft结构', '可煤气做饭', '地铁9号线打浦桥站步行3分钟']",50,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
2263,长租,*/3层,3层,老法租界,思南路新里,上海市,徐汇区,思南路48号,徐汇,上海,12000,1,2,1,0,"['租客3月底到期', '思南路靠近复兴中路', '看房提前一天约']",80,0,住宅,residential,老洋房,0,1,0,0,0,"['浴缸',  '暖气', '空调', '独卫']",1,1,0,0,0,1,0,0
4731,长租,*/3层,3层,,和玫坊,上海市,黄浦区,思南路82弄,黄浦,上海,9800,1,1,1,1,"['思南路82弄4号一楼离马路10米一房一厅复式涉外装修价格9800元', '月', '欢迎来电', '提前二十分钟电话', '看房方便']",60,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
2601,长租,*/3层,3层,中山公园,岐山村,上海市,长宁区,愚园路1032弄,长宁,上海,6800,1,1,1,0,"['客人违约', '长租', '随时看房', '看房随时']",60,0,住宅,residential,新式里弄,0,0,1,0,0,"['暖气', '浴缸', '户外空间',  '空调', '阳台', 'WIFI', '独卫']",1,1,1,1,1,1,0,0
3833,长租,*/3层,3层,,岐山村,上海市,静安区,愚园路1032弄,静安,上海,7500,1,1,1,0,"['请客观描述您的物业详情', '请不要在详情内填写联系方式']",40,0,住宅,residential,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
51,长租,*/3层,3层,江苏路,岐山村,上海市,长宁区,愚园路1032弄,长宁,上海,3890,2,1,1,0,"['岐山村12号101室', '江苏路地铁站旁', '2个房间一个厅', '适合员工宿舍', '有空调', '卫生间套外独用', '厨房合用', '付佣金', '钥匙就在门口窗台上']",27,0,住宅/工作室,multi-use,新式里弄,0,0,1,0,0,"['独卫', '暖气']",1,0,0,0,0,0,0,0
4052,长租,*/3层,3层,中山公园,宏业花园,上海市,长宁区,愚园路1088弄,长宁,上海,20000,2,2,1,1,"['房子位于愚园路的宏业花园新里洋房一楼', '110平方', '带30平方花园', 'LOFT', '豪华涉外新装修', '限居家客户', '境外优先', '看房子提前一天约', '代理房源分佣50', '目前在的无需电话确认']",110,0,住宅,residential,新式里弄,0,0,1,0,0,"['户外空间',  '空调']",0,1,0,0,1,0,0,0
3702,长租,*/3层,3层,,宏业花园,上海市,长宁区,愚园路1088弄110号,长宁,上海,8000,1,1,1,0,"['请客观描述您的物业详情', '请不要在详情内填写联系方式']",40,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
1626,长租,*/3层,3层,江苏路,宏业花园,上海市,长宁区,愚园路1088弄119号,长宁,上海,11000,1,1,1,0,"['百年愚园路', '闹中取静', '租客转租', '一楼带花园', '超大落地窗全屋定制', '定制衣柜', '衣柜有内置衣柜风味灯', '花园郁郁葱葱', '泰式风情', '平', '11000元', '付佣金', '打盘勿扰', '固化勿扰', '恭喜发财']",60,0,住宅,residential,老洋房,0,1,0,0,0,"['户外空间', '空调', '独卫', '阳台', 'WIFI']",0,1,1,1,1,0,0,0
2087,长租,*/3层,3层,中山公园,,上海市,长宁区,愚园路1249弄19号,长宁,上海,9999,1,2,1,0,"['上新', '愚园路1249弄1楼带小户外', '安西路口', '2', '3', '4号线中山公园站', '罕见3', '5米层高', '一房二厅', '全明大厨大卫生', '建面69平方', '南北通透', '元', '随时看房']",65,0,住宅,residential,老洋房,0,1,0,0,0,"['户外空间',  '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
4207,长租,*/3层,3层,中山公园,桃园坊,上海市,长宁区,愚园路1292号,长宁,上海,17000,2,2,2,0,"['这个新里洋房小区名叫桃园坊', '正如它的名字一样', '环境非常幽静', '就像世外桃源一样', '位于愚园路1292号', '本案位于3楼复4楼', '楼道干净', '一门关全独用', '豪华复古装修', '格局是2房2厅2卫', '每个卧室都带卫生间', '面积110平', '主卧24平', '次卧10平', '带15平独用露台', '配洗碗机', '烤箱', '装修古色古香', '配正宗老家具', '景观非常好', '我是房东', '不是二房东', '可以居家也可以做工作室', '随时起租']",110,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,1
4028,长租,*/3层,3层,江苏路,桃源坊,上海市,长宁区,愚园路1292弄,长宁,上海,16000,2,2,2,0,"['2房2厅2卫', '带露台', '2楼复三楼', '独门进出', '小区环境安静', '正规老洋房', '看房联系艾小姐电话']",120,0,住宅,residential,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
3216,长租,*/3层,3层,江苏路,愚园小区,上海市,长宁区,愚园路1355弄23号,长宁,上海,8000,1,1,1,0,"['已空出', '老洋房', '带餐厅客厅', '一楼带户外', '随时看房']",50,0,住宅,residential,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
1145,长租,*/3层,3层,江苏路,,上海市,长宁区,愚园路1361弄,长宁,上海,9000,1,1,1,0,"['独家房源', '愚园路老洋房二楼', '前巴西领事馆', '网红复古精装修', '全智能家电', '中央空调', '近中山公园地铁站', '次沿街', '年终特惠9000元', '月', '随时看房']",35,0,住宅,residential,老洋房,0,1,0,0,0,"['阳台', '空调',  '独卫', 'WIFI']",0,1,1,1,0,0,0,0
4497,长租,*/3层,3层,中山公园,亨昌里,上海市,长宁区,愚园路1362号,长宁,上海,9500,1,1,1,0,"['看房随时', '不需确认', '到了打我电话']",70,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
1656,长租,*/3层,3层,江苏路,亨昌里,上海市,长宁区,愚园路1362弄亨昌里,长宁,上海,11800,1,1,1,0,"['愚园路靠近定西路', '层高高一房一厅', '前后两个户外空间', '看房提前一天联系']",65,0,住宅,residential,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
3451,长租,*/3层,3层,中山公园,延陵邨,上海市,长宁区,愚园路1407弄18号,长宁,上海,8500,1,1,1,0,"['带小院子', '包物业发票', '看房提前半个小时联系']",68,0,住宅,residential,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
2795,长租,*/3层,3层,中山公园,延陵邨北门,上海市,长宁区,愚园路1407弄24号,长宁,上海,10300,1,1,1,0,"['20平米大院子今日完美呈现', '色', '色', '付佣金', '延陵村', '愚园路1407弄24号一楼', '定西路口', '中山公园对面', '2', '3', '4号线', '步行三分钟', '一房一厅62平方', '10300元', '随时看房', '视频', '需要小窗']",62,0,住宅,residential,老洋房,0,1,0,0,0,"['户外空间',  '空调']",0,1,0,0,1,0,0,0
4620,长租,*/3层,3层,静安寺,文元坊,上海市,静安区,愚园路190号,静安,上海,12800,1,2,1,0,"['交通便利', '距离地铁2号线', '11号线江苏路地铁步行6分钟', '静安寺近在咫尺', '弄堂内老建筑样式各异', '老上海氛围浓郁', '楼道敞亮', '宽敞', '整洁', '全新装修', '厨卫全独用', '整屋墙暖', '德国遥控天窗', '采光很好', '周末可预约看房']",65,0,住宅,residential,新式里弄,0,0,1,0,0,['浴缸'],0,0,0,0,0,1,0,0
